frag_6349	-22.45 -16.66 -17.72
frag_6830	15.12 2.60 5.41
frag_4040	-14.83 -12.22 -13.13
frag_2712	21.27 24.57 24.06
frag_5950	-11.53 -8.45 -8.53
frag_0080	-2.67 -0.05 -1.53
frag_6819	-4.51 -7.42 -6.73
frag_5258	-29.26 -28.00 -27.96
frag_1817	0.42 1.88 1.18
frag_4559	5.80 4.15 4.77
frag_1733	28.02 26.34 27.13
frag_6344	-15.31 -13.43 -12.34
frag_4153	25.75 30.33 29.13
frag_1772	-11.49 -12.41 -11.45
frag_5445	31.18 32.62 30.00
frag_4693	11.01 8.98 10.36
frag_5425	-24.59 -19.37 -19.95
frag_4630	9.64 3.90 1.71
frag_4233	24.42 27.71 26.97
frag_6780	-11.25 -11.11 -10.86
frag_6723	26.81 25.26 22.34
frag_1060	6.71 6.39 6.77
frag_1740	33.66 30.32 28.51
frag_2060	39.71 40.67 40.43
frag_4315	-2.18 -7.62 -5.59
frag_3319	4.81 0.99 2.53
frag_2944	-17.02 -16.85 -15.05
frag_0347	9.89 7.41 8.68
frag_4563	4.02 1.18 2.17
frag_2389	-15.04 -9.90 -11.17
frag_6748	-7.79 -9.09 -6.68
frag_4899	0.08 -4.80 -3.25
frag_1279	-18.85 -17.00 -18.90
frag_1692	-2.08 -8.13 -6.64
frag_0334	-13.18 -9.20 -10.66
frag_5672	20.54 20.81 19.88
frag_0423	7.41 10.33 10.24
frag_0248	-10.19 -6.46 -8.90
frag_0546	9.58 9.12 9.31
frag_2846	0.46 -0.75 -0.93
frag_0495	17.16 23.44 17.75
frag_0252	-15.18 -15.12 -15.34
frag_5632	0.82 -1.33 -1.83
frag_2772	10.15 14.53 14.66
frag_0676	-10.76 -8.57 -9.59
frag_4586	29.51 26.53 27.62
frag_3112	1.10 2.90 1.19
frag_0433	-18.61 -15.17 -16.01
frag_0330	8.18 5.52 6.02
frag_4236	4.74 7.92 6.58
frag_4695	5.11 5.80 5.75
frag_1736	-11.05 -12.54 -11.48
frag_5470	-2.97 1.19 0.92
frag_1942	-0.22 -2.04 -1.81
frag_3303	6.64 1.76 3.29
frag_3671	-6.53 -7.01 -7.27
frag_6100	-7.92 -6.28 -6.92
frag_4800	18.31 16.15 13.41
frag_2360	27.85 34.97 32.95
frag_5724	3.69 6.11 5.67
frag_3833	-27.73 -26.66 -27.47
frag_0504	10.65 10.44 10.17
frag_0152	0.96 4.25 3.34
frag_2103	-5.45 0.80 -1.38
frag_6138	8.12 6.23 7.67
frag_6925	-38.66 -38.63 -38.92
frag_2208	13.49 11.54 9.48
frag_1062	-0.26 2.52 1.61
frag_6038	14.39 15.17 11.82
frag_2768	-16.57 -15.43 -15.23
frag_3660	31.65 32.58 35.69
frag_1899	-14.73 -13.26 -13.47
frag_6536	-21.31 -24.27 -22.95
frag_2707	-4.07 -2.18 -3.54
frag_1316	-9.97 -9.25 -11.16
frag_6844	39.89 37.80 35.36
frag_4543	19.38 14.31 18.37
frag_3363	1.88 5.43 2.59
frag_0847	13.53 14.57 15.09
frag_0845	2.50 7.26 6.57
frag_3055	59.27 57.14 58.43
frag_2287	-6.41 0.31 -2.36
frag_4468	19.05 22.75 22.08
frag_4145	17.34 16.30 16.45
frag_2036	7.92 8.16 7.04
frag_4906	-18.48 -15.87 -18.89
frag_3450	8.55 6.65 7.54
frag_7110	67.84 64.35 66.55
frag_4305	24.02 22.73 24.18
frag_6542	5.69 1.13 -0.68
frag_5682	-11.43 -9.80 -10.35
frag_2398	-6.11 -5.93 -5.35
frag_6771	-28.47 -23.62 -23.45
frag_6602	-38.09 -36.83 -36.97
frag_0121	7.42 8.70 8.35
frag_3527	19.04 23.20 22.08
frag_4644	-18.06 -17.81 -17.09
frag_2176	-10.34 -14.31 -13.48
frag_3600	-8.61 -9.66 -9.87
frag_3975	6.79 13.46 9.06
frag_5032	16.91 13.19 11.24
frag_0880	19.86 23.65 21.89
frag_4512	19.54 20.09 21.79
frag_2662	14.23 12.89 13.71
frag_0184	12.45 4.17 4.78
frag_2664	16.40 17.68 17.32
frag_6766	4.37 3.56 4.37
frag_7025	-33.80 -33.95 -35.48
frag_5132	20.66 16.71 15.12
frag_0635	24.57 27.72 28.43
frag_6288	-2.95 -6.22 -4.62
frag_1906	-8.80 -12.50 -11.41
frag_5566	15.80 14.83 12.48
frag_3803	-18.40 -17.58 -19.62
frag_0461	-10.53 -6.56 -7.70
frag_1580	4.93 -0.34 0.87
frag_2019	-37.19 -41.28 -37.60
frag_2980	-4.33 0.04 -1.53
frag_6751	17.35 22.13 21.42
frag_1864	6.09 7.28 4.37
frag_4393	-24.80 -24.83 -25.17
frag_6745	10.19 11.08 12.66
frag_1526	-7.05 -16.43 -12.58
frag_6284	-2.94 -2.66 -0.13
frag_7095	-24.86 -10.51 -13.95
frag_1726	-2.84 -7.74 -8.52
frag_0500	12.14 16.38 12.09
frag_1549	15.53 8.98 10.07
frag_2055	23.86 23.98 25.62
frag_5257	-16.74 -17.08 -15.83
frag_4073	-10.73 -6.85 -8.78
frag_3154	-2.07 -5.51 -3.74
frag_6032	38.23 41.19 37.97
frag_1163	-3.26 1.62 -1.36
frag_6739	-29.87 -30.10 -28.50
frag_3017	-28.27 -30.30 -27.92
frag_3721	-39.51 -42.32 -40.52
frag_2766	45.95 44.53 43.86
frag_2600	-19.25 -17.11 -17.54
frag_6550	16.83 18.13 16.86
frag_4203	-7.47 -3.94 -5.51
frag_4810	7.89 4.81 7.15
frag_5620	6.32 6.33 4.77
frag_0071	31.69 33.31 34.55
frag_0772	2.66 5.90 4.60
frag_7146	-33.62 -37.37 -36.15
frag_6303	2.64 7.23 5.83
frag_5608	-45.62 -45.67 -42.79
frag_4115	-11.22 -13.27 -11.55
frag_0570	-13.33 -10.71 -10.28
frag_5921	1.28 3.03 2.36
frag_5876	16.94 16.83 16.11
frag_1375	72.84 75.47 76.44
frag_2994	-2.65 -1.86 -0.87
frag_2724	6.22 9.31 8.15
frag_1948	7.07 4.60 5.51
frag_1861	-5.20 -8.07 -9.81
frag_0860	-2.36 -3.46 -3.50
frag_3512	39.89 40.00 39.45
frag_4614	26.68 26.45 21.71
frag_5597	-37.21 -36.00 -35.45
frag_4703	7.44 3.68 5.90
frag_3730	11.33 14.68 13.37
frag_3024	-6.05 -5.00 -3.64
frag_4534	-15.96 -16.76 -15.11
frag_1407	17.92 20.11 18.44
frag_2562	20.35 23.02 19.44
frag_1114	-20.44 -19.12 -16.67
frag_6189	-26.99 -26.17 -25.39
frag_3814	-10.08 -13.87 -12.29
frag_5837	14.67 15.11 13.84
frag_2273	39.79 43.50 44.59
frag_3972	7.75 3.25 4.62
frag_3129	8.92 9.38 9.90
frag_5192	23.99 21.11 20.40
frag_3867	4.60 10.82 7.48
frag_2205	8.38 8.38 6.34
frag_0025	-1.07 3.04 1.44
frag_2575	14.68 6.12 7.69
frag_7067	-21.88 -19.17 -19.05
frag_4484	35.12 36.36 38.99
frag_0521	-16.11 -12.58 -12.31
frag_3505	19.24 22.68 22.41
frag_6720	-26.94 -25.33 -23.98
frag_4096	3.49 4.18 4.82
frag_5959	28.65 28.11 25.41
frag_4093	35.87 37.68 38.64
frag_5865	12.69 14.86 12.77
frag_1320	6.10 5.18 6.10
frag_0743	-3.33 -2.19 -2.66
frag_1267	-21.54 -20.58 -21.69
frag_5203	22.98 21.13 19.69
frag_3930	-36.05 -34.51 -35.10
frag_0257	25.12 24.83 25.47
frag_4706	-11.01 -12.24 -11.13
frag_1398	-8.44 -2.94 -5.71
frag_1635	-0.21 -3.97 -3.59
frag_6465	0.82 -5.57 -4.30
frag_1741	23.72 21.19 19.57
frag_0290	13.37 15.94 15.54
frag_4678	-5.95 -6.71 -5.66
frag_6115	-35.29 -30.63 -30.68
frag_3641	-9.90 -14.56 -13.43
frag_5145	-10.42 -16.63 -14.88
frag_2321	18.76 23.48 19.76
frag_4075	-6.08 -7.33 -7.24
frag_4425	32.18 30.47 31.15
frag_3778	-5.57 -5.75 -6.17
frag_7176	-22.13 -22.03 -22.16
frag_3461	-10.48 -7.29 -9.43
frag_1546	0.36 -6.41 -5.35
frag_6946	-30.50 -27.98 -27.78
frag_2206	12.23 16.15 13.07
frag_1839	-27.48 -26.90 -26.69
frag_6921	-34.46 -35.10 -34.83
frag_6509	-27.32 -25.89 -25.90
frag_5526	20.72 20.72 21.98
frag_4531	28.38 34.38 34.25
frag_4708	-19.72 -18.40 -20.85
frag_6553	-1.07 -2.49 -1.27
frag_7014	1.35 -6.18 -8.66
frag_0783	15.17 18.41 16.92
frag_3602	-16.37 -15.06 -16.22
frag_0303	-9.29 -7.82 -8.75
frag_5543	-19.04 -12.81 -12.58
frag_1049	24.17 26.16 22.69
frag_0748	-3.14 -1.01 -1.54
frag_4697	-24.67 -22.64 -20.27
frag_0306	-7.24 -6.02 -7.19
frag_3583	10.59 11.01 10.34
frag_2300	-10.77 -7.72 -8.66
frag_4884	7.88 7.11 8.00
frag_4729	-53.24 -49.31 -47.13
frag_4757	27.09 22.10 23.51
frag_5229	-13.99 -10.12 -10.97
frag_2613	-12.44 -9.47 -10.91
frag_1508	-10.66 -10.43 -11.57
frag_2704	0.73 5.78 3.78
frag_7049	-31.24 -17.66 -19.87
frag_1435	9.47 6.79 7.88
frag_4462	35.66 38.17 38.65
frag_5206	10.54 11.34 7.22
frag_3026	9.64 14.35 14.32
frag_6293	5.69 8.40 9.39
frag_6698	14.43 13.69 13.47
frag_7065	43.94 41.32 43.88
frag_1318	2.00 0.13 1.43
frag_1614	40.66 33.18 33.64
frag_2716	-23.96 -20.82 -19.92
frag_6311	-23.62 -19.25 -18.34
frag_1218	-2.30 -6.75 -5.13
frag_4771	-7.46 -7.47 -7.74
frag_2566	14.08 17.43 14.33
frag_4651	-40.65 -39.98 -39.04
frag_6693	11.51 10.20 11.48
frag_1458	25.87 31.18 32.25
frag_0110	-6.31 -7.87 -7.14
frag_1107	3.41 6.96 6.33
frag_5586	14.82 11.35 12.84
frag_4487	-7.10 -6.34 -5.21
frag_5243	-28.27 -28.47 -27.03
frag_3608	-11.05 -11.88 -12.11
frag_4206	-2.38 -2.67 -2.33
frag_2756	7.18 7.19 7.67
frag_1037	48.37 45.26 43.80
frag_2434	-1.76 -2.63 -1.25
frag_5247	-5.48 -6.31 -5.70
frag_2734	29.94 30.95 27.43
frag_4485	-5.08 -1.33 -2.51
frag_2677	25.09 27.26 27.11
frag_5536	18.25 24.71 19.28
frag_1700	-11.78 -10.55 -11.36
frag_4246	-37.00 -36.19 -35.50
frag_5628	-14.98 -14.05 -13.78
frag_0078	0.04 5.17 2.21
frag_2250	-8.81 -6.82 -7.03
frag_1853	-29.30 -27.76 -27.14
frag_6814	20.90 19.32 18.11
frag_6863	13.72 12.86 9.71
frag_1732	9.38 8.32 7.30
frag_0629	4.24 10.77 9.66
frag_6395	-4.76 -1.47 -1.01
frag_6578	-21.64 -25.79 -20.77
frag_1756	-26.29 -31.87 -27.56
frag_0293	-7.49 -7.65 -8.52
frag_3007	7.78 6.58 8.40
frag_7054	58.78 61.54 59.57
frag_2192	-4.85 -6.50 -3.83
frag_4184	19.74 22.84 22.86
frag_5208	15.67 12.03 11.74
frag_0858	30.62 33.62 32.78
frag_5755	-16.44 -14.15 -13.98
frag_4661	14.95 15.74 13.83
frag_2501	2.53 6.92 3.94
frag_1447	10.03 15.85 14.24
frag_0547	12.65 11.32 12.51
frag_2409	-10.22 -6.90 -7.16
frag_4328	-32.23 -33.62 -32.58
frag_6173	3.18 0.97 2.27
frag_2514	-8.15 -7.18 -7.55
frag_5182	-6.69 -2.85 -5.03
frag_2274	20.79 23.38 23.77
frag_1359	17.36 18.41 20.41
frag_3706	1.14 4.42 2.78
frag_6699	40.01 39.79 41.19
frag_3271	-28.19 -32.90 -31.65
frag_3397	-6.09 -9.14 -7.36
frag_6743	12.55 13.02 13.24
frag_7158	-27.61 -10.73 -14.58
frag_4101	8.40 7.46 8.25
frag_4775	9.52 6.61 7.42
frag_0792	16.66 17.63 18.69
frag_4902	-12.51 -15.32 -13.97
frag_1118	-41.91 -39.57 -38.19
frag_2796	12.91 14.95 12.37
frag_1145	-10.30 -8.09 -7.72
frag_0801	-15.28 -11.65 -14.20
frag_1230	-4.63 -7.15 -6.45
frag_2953	-8.54 -8.00 -6.77
frag_3240	-17.12 -20.90 -20.30
frag_0355	7.40 6.22 7.71
frag_3587	-12.76 -12.49 -11.97
frag_0254	-15.49 -16.14 -16.52
frag_1157	-22.87 -23.47 -24.05
frag_1818	-9.33 -9.69 -8.92
frag_7119	49.20 50.78 51.84
frag_0535	4.66 4.77 5.88
frag_6044	50.44 50.55 47.97
frag_4491	-11.52 -8.96 -10.33
frag_4920	11.56 6.80 4.46
frag_3062	34.05 22.45 25.09
frag_3102	26.42 25.04 24.76
frag_2199	-4.82 -9.63 -8.93
frag_0519	-3.30 -0.86 -1.43
frag_1233	-8.66 -12.42 -12.17
frag_3992	17.42 19.83 19.51
frag_2478	-9.63 -16.88 -15.50
frag_3361	2.14 5.31 2.43
frag_3097	-10.07 -10.25 -11.26
frag_6776	-36.10 -36.40 -34.98
frag_4352	-32.90 -31.50 -31.76
frag_0099	13.88 14.23 14.66
frag_0639	17.63 23.84 23.44
frag_0680	-9.52 -8.45 -9.41
frag_2238	-22.52 -19.62 -19.49
frag_1024	-20.37 -19.69 -18.53
frag_5866	41.50 36.51 37.70
frag_2858	-11.79 -9.44 -10.75
frag_2787	21.71 23.50 20.76
frag_2202	-6.03 -6.90 -6.81
frag_1989	3.71 3.30 1.09
frag_2517	-22.41 -20.63 -19.97
frag_4354	-27.68 -26.22 -26.57
frag_0442	12.43 17.50 18.17
frag_1718	-2.25 -7.40 -6.05
frag_0123	15.89 17.78 18.54
frag_6680	-21.18 -24.83 -22.60
frag_6391	-16.16 -15.38 -13.54
frag_5939	-19.57 -16.59 -16.18
frag_5289	19.99 21.45 17.99
frag_6098	20.15 18.71 16.48
frag_5064	-10.13 -11.87 -10.73
frag_7008	-16.09 -19.01 -20.32
frag_6813	37.93 35.41 33.30
frag_5995	5.60 10.09 6.93
frag_4515	-1.64 0.67 0.13
frag_1054	15.46 14.96 15.19
frag_6091	-19.45 -22.45 -19.02
frag_6606	-62.17 -58.81 -57.96
frag_6580	28.46 22.38 21.98
frag_4862	-0.49 -3.24 -6.95
frag_6842	37.83 36.06 33.58
frag_4607	10.16 9.16 9.01
frag_4222	21.65 25.36 25.04
frag_1649	20.66 15.31 17.55
frag_4781	7.97 4.13 1.90
frag_4424	-5.09 -4.27 -4.52
frag_4700	6.03 2.00 3.79
frag_5889	-14.32 -16.97 -15.50
frag_2240	18.29 20.23 18.92
frag_6883	35.40 34.86 33.98
frag_3355	-16.24 -15.63 -16.38
frag_5535	-30.58 -30.73 -29.19
frag_7155	-29.47 -28.26 -28.66
frag_4287	9.43 10.59 10.55
frag_3229	-22.08 -23.07 -22.67
frag_1311	-15.71 -17.12 -17.78
frag_0980	19.47 16.56 13.87
frag_2107	-6.84 -4.92 -5.68
frag_2156	-7.08 -4.48 -2.95
frag_3941	-5.18 -3.63 -3.35
frag_1099	-1.16 0.50 0.22
frag_4969	7.48 8.91 7.86
frag_4479	-3.93 1.46 -0.71
frag_1664	-0.28 -4.66 -2.65
frag_6481	33.21 33.52 32.82
frag_1008	-23.53 -20.15 -20.09
frag_5736	1.38 -0.82 0.20
frag_5118	-12.82 -6.78 -7.81
frag_0143	9.35 8.57 9.14
frag_1152	-29.64 -27.99 -28.32
frag_4817	-1.98 -7.38 -5.64
frag_5404	-5.52 -10.25 -8.19
frag_2026	-4.58 -6.79 -8.70
frag_1636	4.45 -4.38 -2.42
frag_3401	-7.70 -5.64 -8.71
frag_3245	-20.29 -25.23 -23.65
frag_0419	-17.12 -11.46 -13.61
frag_4621	30.39 22.38 21.73
frag_0788	-2.78 -2.78 -3.54
frag_2181	8.23 12.66 13.51
frag_0054	31.64 35.67 35.92
frag_5582	-32.80 -29.28 -28.61
frag_0707	8.87 5.91 8.10
frag_2247	38.27 37.18 38.15
frag_1485	-13.18 -13.10 -13.89
frag_5626	-13.67 -20.63 -16.42
frag_0658	1.57 4.35 2.60
frag_2489	0.10 -1.55 -1.67
frag_3208	-37.49 -39.21 -38.55
frag_0250	-18.79 -18.56 -18.81
frag_0392	3.33 0.23 1.08
frag_5858	51.36 50.73 47.25
frag_1698	-16.33 -20.86 -19.68
frag_4570	25.51 24.16 24.16
frag_3426	-15.98 -13.97 -14.80
frag_4886	-9.85 -10.92 -9.62
frag_3222	-13.22 -11.61 -12.92
frag_2897	-32.52 -31.62 -31.48
frag_5397	-6.38 -8.15 -6.62
frag_5300	9.81 10.70 9.79
frag_6483	13.36 5.38 7.46
frag_5103	-26.26 -28.64 -26.95
frag_0266	4.17 10.52 6.15
frag_7130	9.19 7.97 8.17
frag_4087	1.95 6.91 5.08
frag_6932	-48.24 -45.14 -46.07
frag_3305	-14.43 -16.49 -15.67
frag_2544	-15.06 -12.41 -12.91
frag_4170	-6.20 -7.82 -7.78
frag_0775	-29.39 -27.16 -27.16
frag_2237	7.57 8.01 6.45
frag_3448	-10.78 -12.38 -10.98
frag_1380	17.64 21.11 19.36
frag_6583	-34.40 -30.22 -29.68
frag_0906	8.02 6.20 7.45
frag_5661	-18.71 -21.15 -19.41
frag_4619	0.17 -4.21 -2.77
frag_6370	-28.03 -24.84 -25.02
frag_2303	-3.55 -7.55 -6.21
frag_6332	-2.91 -2.36 -2.68
frag_3749	8.26 9.95 9.56
frag_0781	14.45 17.86 16.61
frag_0956	-18.78 -20.90 -18.29
frag_5458	4.72 -0.11 1.76
frag_3104	-11.82 -10.39 -10.78
frag_4431	7.48 6.11 8.40
frag_4261	17.96 7.90 9.86
frag_4321	-14.22 -15.16 -15.21
frag_6111	-5.18 -2.58 -4.20
frag_1476	-6.59 -5.21 -7.29
frag_3464	15.24 15.82 15.72
frag_3441	-8.63 -5.51 -7.59
frag_1518	-2.01 -11.91 -8.34
frag_2827	23.36 19.45 21.83
frag_1607	1.95 0.98 0.33
frag_1108	25.71 30.84 31.85
frag_6364	-11.11 -5.72 -6.47
frag_5642	-4.64 -4.25 -4.28
frag_0885	11.63 16.04 12.69
frag_6323	52.83 49.82 48.49
frag_0700	13.34 10.99 12.21
frag_1305	-23.74 -25.62 -25.86
frag_5768	-14.41 -11.70 -12.81
frag_3781	-21.99 -18.39 -20.41
frag_1722	-26.91 -33.92 -29.80
frag_2139	-24.16 -24.81 -24.72
frag_5783	-26.94 -24.68 -24.44
frag_7042	36.65 35.70 38.32
frag_0512	-4.81 -4.31 -4.28
frag_3709	-5.39 -8.53 -8.40
frag_0782	-10.16 -3.29 -7.10
frag_3315	-2.46 -5.79 -5.74
frag_1905	-33.48 -38.10 -34.38
frag_4989	42.17 38.39 36.64
frag_2511	5.90 6.87 6.76
frag_4144	20.62 20.55 20.02
frag_1078	9.00 13.78 12.66
frag_1410	34.53 34.93 36.29
frag_3915	-11.75 -10.36 -11.15
frag_0886	14.00 15.00 15.08
frag_5072	43.41 42.42 42.87
frag_2771	-9.68 -4.29 -5.99
frag_2545	-23.25 -19.58 -19.50
frag_1658	7.28 4.58 6.76
frag_7024	0.66 -0.83 -1.47
frag_6612	-16.32 -18.52 -16.94
frag_7087	-25.98 -23.78 -24.45
frag_5322	6.74 4.77 6.84
frag_5158	-11.12 -7.24 -8.08
frag_5105	-30.97 -31.97 -31.33
frag_0199	31.72 33.97 30.39
frag_7010	-23.04 -27.96 -27.77
frag_5708	34.22 37.39 34.50
frag_4866	1.80 2.17 -0.68
frag_2001	31.85 31.04 32.14
frag_1552	26.35 21.56 20.36
frag_5648	-5.58 -5.40 -5.46
frag_3247	-39.93 -38.98 -39.13
frag_0711	-8.08 -4.30 -5.55
frag_4084	-40.11 -37.72 -37.30
frag_1097	13.34 13.84 15.54
frag_3563	-0.54 -5.68 -3.53
frag_4281	33.19 25.05 25.77
frag_3317	30.27 30.90 30.62
frag_7015	25.58 16.09 15.51
frag_0182	21.80 25.98 26.49
frag_0357	4.85 2.57 2.88
frag_0829	-0.74 3.11 1.64
frag_1300	-18.78 -17.86 -19.18
frag_2018	-6.96 -12.34 -7.41
frag_5496	-12.08 -9.88 -10.66
frag_3056	14.94 18.94 15.54
frag_1327	-16.10 -13.90 -15.82
frag_0554	-1.99 -4.63 -4.17
frag_6609	19.90 17.33 17.70
frag_3226	-6.83 -9.72 -9.64
frag_4373	-12.29 -11.29 -11.67
frag_5164	-35.84 -33.49 -31.72
frag_3511	16.50 18.67 16.20
frag_0842	-14.66 -12.99 -12.87
frag_5418	7.39 11.04 8.06
frag_3404	-3.71 -5.51 -5.70
frag_5303	-55.72 -51.77 -50.54
frag_0863	4.88 11.14 9.04
frag_1404	-7.23 -2.05 -5.57
frag_7021	0.13 -2.45 -2.67
frag_3765	3.10 6.69 5.86
frag_0977	-25.13 -28.78 -27.16
frag_4538	-30.72 -26.46 -27.88
frag_1821	6.30 4.83 5.38
frag_2141	-10.51 -17.71 -16.36
frag_4319	-8.65 -6.55 -8.04
frag_2853	-9.49 -8.80 -8.67
frag_3308	27.87 21.82 23.16
frag_6540	20.97 12.79 16.65
frag_2732	-21.31 -18.68 -18.07
frag_1424	-0.74 -1.14 -3.26
frag_6822	38.60 32.64 32.71
frag_1296	-19.41 -21.21 -20.96
frag_1046	-12.93 -8.97 -9.06
frag_0319	11.71 14.40 14.48
frag_6996	-22.78 -21.58 -23.59
frag_6575	-53.68 -50.50 -49.35
frag_6079	10.36 6.50 7.22
frag_4778	0.98 0.59 -0.74
frag_2239	10.74 9.66 10.10
frag_3617	-17.37 -13.45 -15.71
frag_1540	26.61 24.08 25.65
frag_5511	2.99 -0.48 -2.28
frag_5324	9.73 5.07 6.39
frag_3362	-7.63 -5.71 -7.00
frag_4623	-26.66 -26.77 -24.01
frag_6728	32.40 29.59 30.77
frag_2993	40.31 39.47 39.40
frag_3962	7.36 6.64 6.59
frag_1913	-25.95 -22.42 -22.80
frag_1678	-18.66 -20.49 -18.11
frag_2265	16.55 15.14 16.21
frag_6804	23.08 27.60 27.68
frag_0498	16.57 17.08 15.09
frag_2616	-6.61 -8.55 -7.69
frag_1810	9.68 10.60 9.11
frag_1014	-27.59 -25.40 -24.44
frag_5739	23.77 25.63 23.29
frag_0721	15.87 19.82 17.39
frag_4758	5.28 6.01 5.77
frag_3280	-32.42 -29.07 -30.55
frag_0478	-0.07 2.75 1.57
frag_1353	4.29 3.61 3.58
frag_6133	31.27 29.64 32.27
frag_3268	-37.17 -35.38 -35.96
frag_1977	-9.96 -6.54 -8.74
frag_1061	-23.95 -22.11 -21.46
frag_6587	-15.86 -21.81 -19.22
frag_5310	-13.63 -11.23 -12.47
frag_0882	-25.07 -19.60 -20.97
frag_1936	3.27 0.87 2.53
frag_6155	-4.14 -2.09 -2.20
frag_5362	-32.42 -28.40 -27.16
frag_2961	1.98 7.02 4.29
frag_6669	-4.52 -5.91 -5.37
frag_5748	1.71 3.49 2.53
frag_2074	32.14 31.51 32.66
frag_1277	-17.02 -14.13 -16.88
frag_6546	6.24 -0.78 0.06
frag_4732	-52.12 -49.21 -47.47
frag_6523	-16.64 -14.15 -14.27
frag_3434	-13.52 -16.24 -15.33
frag_5446	25.30 24.96 22.13
frag_0174	11.93 18.99 16.44
frag_3107	14.55 15.29 15.08
frag_2021	1.11 0.93 -1.35
frag_0148	-4.12 -2.49 -2.11
frag_5836	-8.76 -8.82 -9.78
frag_4019	-3.16 1.45 -0.36
frag_0244	7.49 8.34 8.05
frag_2014	-17.73 -13.93 -15.66
frag_4890	-21.82 -22.87 -20.58
frag_6105	4.82 1.70 3.56
frag_0663	1.67 0.30 1.74
frag_6031	13.54 15.41 12.60
frag_6037	26.91 26.89 24.36
frag_0227	-1.94 -4.95 -4.39
frag_5094	-10.47 -13.86 -12.46
frag_4097	23.47 26.23 26.11
frag_4820	-9.84 -9.75 -9.94
frag_3795	-1.82 -2.40 -2.23
frag_4061	3.66 10.23 9.11
frag_1392	-11.19 -8.94 -10.78
frag_6861	43.08 36.29 36.34
frag_5875	3.32 7.31 6.23
frag_4364	15.54 13.89 14.67
frag_5147	-39.60 -37.86 -36.71
frag_6888	24.88 27.84 25.07
frag_1566	-1.18 -6.50 -4.87
frag_6800	-19.47 -17.54 -15.69
frag_3952	-15.90 -17.33 -17.16
frag_0447	-1.66 1.05 0.10
frag_3387	9.17 3.62 4.10
frag_3758	-6.78 -7.87 -8.51
frag_0351	6.42 3.93 5.65
frag_4513	-16.42 -11.65 -13.17
frag_6033	29.05 30.13 27.69
frag_4291	-1.02 -10.75 -7.64
frag_4718	4.55 3.59 3.60
frag_2278	0.27 -2.59 -2.44
frag_3798	-24.30 -21.00 -22.96
frag_5940	28.09 34.52 34.58
frag_2791	39.81 43.40 41.25
frag_2450	4.04 3.91 5.05
frag_0881	2.94 6.43 5.80
frag_3979	3.07 6.33 5.43
frag_0114	-4.13 -3.56 -3.26
frag_2964	42.63 45.87 46.77
frag_3477	-6.72 -4.43 -5.97
frag_4376	-17.39 -24.82 -22.68
frag_4277	12.98 6.65 8.26
frag_4730	-52.51 -52.00 -48.68
frag_1979	-18.30 -15.68 -16.65
frag_2471	21.64 22.46 22.17
frag_1098	11.97 14.54 13.96
frag_4472	1.77 6.27 3.96
frag_5190	-28.75 -27.74 -26.18
frag_4589	-7.54 -11.50 -10.53
frag_1274	-51.57 -52.67 -49.10
frag_1544	1.08 -2.08 -0.24
frag_5880	8.52 3.75 3.76
frag_2275	-10.61 -16.25 -15.15
frag_2971	45.80 48.86 49.87
frag_4984	23.85 15.37 16.22
frag_3555	11.71 13.97 11.89
frag_5885	22.87 23.70 24.77
frag_0733	-11.13 -4.92 -7.90
frag_3812	-24.00 -24.48 -23.84
frag_4854	-43.01 -39.01 -39.65
frag_1010	-7.43 -11.18 -9.64
frag_2011	18.98 22.91 22.28
frag_6561	-9.39 -10.66 -9.19
frag_2872	-8.41 -7.74 -7.57
frag_6026	30.00 32.36 29.16
frag_1919	-0.13 -0.49 -2.59
frag_0203	2.25 5.02 5.59
frag_2331	6.16 7.35 3.88
frag_7053	41.40 39.80 42.34
frag_1055	16.50 17.71 19.04
frag_1076	22.86 25.77 25.63
frag_1275	-24.58 -26.36 -26.53
frag_1929	10.81 10.92 13.42
frag_4523	4.42 2.12 4.57
frag_5847	23.55 24.08 23.50
frag_4052	0.40 3.67 3.02
frag_1503	11.90 15.30 14.38
frag_3656	3.16 6.61 6.09
frag_6002	3.96 8.77 8.37
frag_1270	-20.04 -22.87 -22.80
frag_4148	-0.36 4.11 1.91
frag_1057	21.71 22.82 22.97
frag_2460	15.44 13.75 14.71
frag_2527	-5.24 1.75 -1.43
frag_5882	13.41 7.03 7.14
frag_6615	-11.19 -11.70 -10.45
frag_4782	18.45 16.25 13.59
frag_5449	5.25 2.08 2.37
frag_3947	12.41 13.57 14.49
frag_2288	-4.35 1.80 -1.14
frag_3764	15.08 15.26 16.34
frag_2614	9.60 7.24 7.73
frag_5331	-3.22 -0.87 -0.47
frag_3901	-4.93 -1.63 -3.08
frag_6603	-47.21 -43.61 -41.98
frag_5137	11.45 8.80 9.87
frag_5110	31.75 34.01 28.92
frag_3643	-19.94 -22.86 -22.71
frag_5945	-8.58 -3.62 -4.55
frag_4797	21.70 21.80 18.75
frag_6870	17.36 17.32 13.22
frag_6936	-29.03 -31.57 -31.46
frag_1178	11.09 5.94 7.62
frag_2574	32.99 22.94 23.99
frag_0120	23.81 27.02 27.31
frag_1866	16.98 12.99 15.11
frag_3776	-3.81 -2.62 -3.98
frag_4843	9.12 4.72 7.52
frag_0755	11.81 15.61 16.64
frag_3214	-13.42 -10.67 -12.63
frag_3775	12.36 9.96 11.35
frag_2788	34.39 31.65 30.86
